aesthetic|concerning the appreciation of beauty or taste.|/iːs.ˈθe.tɪk/|Her most recent works have this quirky, half-serious 90's teen culture-inspired aesthetic.|aesthetical, esthetic
redeem|High-frequency English word|/redeem/|No sample sentence available.|
humble|High-frequency English word|/humble/|No sample sentence available.|
vibrate|High-frequency English word|/vibrate/|No sample sentence available.|
cease|High-frequency English word|/cease/|No sample sentence available.|
nonchalant|High-frequency English word|/nonchalant/|No sample sentence available.|
impenitent|High-frequency English word|/impenitent/|No sample sentence available.|
wholehearted|High-frequency English word|/wholehearted/|No sample sentence available.|
cheap|High-frequency English word|/cheap/|No sample sentence available.|
numerous|High-frequency English word|/numerous/|No sample sentence available.|
future|High-frequency English word|/future/|No sample sentence available.|
tame|High-frequency English word|/tame/|No sample sentence available.|
full|High-frequency English word|/full/|No sample sentence available.|
taciturn|High-frequency English word|/taciturn/|No sample sentence available.|
hamstrung|High-frequency English word|/hamstrung/|No sample sentence available.|
turmoil|High-frequency English word|/turmoil/|No sample sentence available.|
hazard|High-frequency English word|/hazard/|No sample sentence available.|
utterly|High-frequency English word|/utterly/|No sample sentence available.|
humility|High-frequency English word|/humility/|No sample sentence available.|
victory|High-frequency English word|/victory/|No sample sentence available.|
clandestine|High-frequency English word|/clandestine/|No sample sentence available.|
oblivious|High-frequency English word|/oblivious/|No sample sentence available.|
frugality|High-frequency English word|/frugality/|No sample sentence available.|
taboo|High-frequency English word|/taboo/|No sample sentence available.|
carnal|High-frequency English word|/carnal/|No sample sentence available.|
nice|High-frequency English word|/nice/|No sample sentence available.|
chastise|High-frequency English word|/chastise/|No sample sentence available.|
comic|High-frequency English word|/comic/|No sample sentence available.|
obtain|High-frequency English word|/obtain/|No sample sentence available.|
gain|High-frequency English word|/gain/|No sample sentence available.|
false|High-frequency English word|/false/|No sample sentence available.|
solicit|High-frequency English word|/solicit/|No sample sentence available.|
cunning|High-frequency English word|/cunning/|No sample sentence available.|
prejudiced|High-frequency English word|/prejudiced/|No sample sentence available.|
decipher|High-frequency English word|/decipher/|No sample sentence available.|
progress|High-frequency English word|/progress/|No sample sentence available.|
impartial|High-frequency English word|/impartial/|No sample sentence available.|
wealth|High-frequency English word|/wealth/|No sample sentence available.|
careful|High-frequency English word|/careful/|No sample sentence available.|
new|High-frequency English word|/new/|No sample sentence available.|
ambitious|High-frequency English word|/ambitious/|No sample sentence available.|
glut|High-frequency English word|/glut/|No sample sentence available.|
knell|High-frequency English word|/knell/|No sample sentence available.|
total|High-frequency English word|/total/|No sample sentence available.|
amplify|High-frequency English word|/amplify/|No sample sentence available.|
knotty|High-frequency English word|/knotty/|No sample sentence available.|
waive|High-frequency English word|/waive/|No sample sentence available.|
celebrated|High-frequency English word|/celebrated/|No sample sentence available.|
callous|High-frequency English word|/callous/|No sample sentence available.|
munificent|High-frequency English word|/munificent/|No sample sentence available.|
decay|High-frequency English word|/decay/|No sample sentence available.|
denounce|High-frequency English word|/denounce/|No sample sentence available.|
quaint|High-frequency English word|/quaint/|No sample sentence available.|
despise|High-frequency English word|/despise/|No sample sentence available.|
radiant|High-frequency English word|/radiant/|No sample sentence available.|
equivocal|High-frequency English word|/equivocal/|No sample sentence available.|
scrawny|High-frequency English word|/scrawny/|No sample sentence available.|
antagonize|High-frequency English word|/antagonize/|No sample sentence available.|
lament|High-frequency English word|/lament/|No sample sentence available.|
honest|High-frequency English word|/honest/|No sample sentence available.|
valor|High-frequency English word|/valor/|No sample sentence available.|
immense|High-frequency English word|/immense/|No sample sentence available.|
vouch|High-frequency English word|/vouch/|No sample sentence available.|
hypocrisy|High-frequency English word|/hypocrisy/|No sample sentence available.|
vigilant|High-frequency English word|/vigilant/|No sample sentence available.|
classic|High-frequency English word|/classic/|No sample sentence available.|
obscure|High-frequency English word|/obscure/|No sample sentence available.|
early|High-frequency English word|/early/|No sample sentence available.|
retaliate|High-frequency English word|/retaliate/|No sample sentence available.|
impious|High-frequency English word|/impious/|No sample sentence available.|
wile|High-frequency English word|/wile/|No sample sentence available.|
gratitude|High-frequency English word|/gratitude/|No sample sentence available.|
treacherous|High-frequency English word|/treacherous/|No sample sentence available.|
gloomy|High-frequency English word|/gloomy/|No sample sentence available.|
thrive|High-frequency English word|/thrive/|No sample sentence available.|
inferior|High-frequency English word|/inferior/|No sample sentence available.|
yoke|High-frequency English word|/yoke/|No sample sentence available.|
die|High-frequency English word|/die/|No sample sentence available.|
raze|High-frequency English word|/raze/|No sample sentence available.|
approve|High-frequency English word|/approve/|No sample sentence available.|
conform|High-frequency English word|/conform/|No sample sentence available.|
large|High-frequency English word|/large/|No sample sentence available.|
outbreak|High-frequency English word|/outbreak/|No sample sentence available.|
exterior|High-frequency English word|/exterior/|No sample sentence available.|
sick|High-frequency English word|/sick/|No sample sentence available.|
bashful|High-frequency English word|/bashful/|No sample sentence available.|
luxuriant|High-frequency English word|/luxuriant/|No sample sentence available.|
handy|High-frequency English word|/handy/|No sample sentence available.|
tyro|High-frequency English word|/tyro/|No sample sentence available.|
heretic|High-frequency English word|/heretic/|No sample sentence available.|
vagrant|High-frequency English word|/vagrant/|No sample sentence available.|
indifferent|High-frequency English word|/indifferent/|No sample sentence available.|
yearn|High-frequency English word|/yearn/|No sample sentence available.|
apparent|High-frequency English word|/apparent/|No sample sentence available.|
languid|High-frequency English word|/languid/|No sample sentence available.|
patience|High-frequency English word|/patience/|No sample sentence available.|
ecstasy|High-frequency English word|/ecstasy/|No sample sentence available.|
rout|High-frequency English word|/rout/|No sample sentence available.|
evident|High-frequency English word|/evident/|No sample sentence available.|
separate|High-frequency English word|/separate/|No sample sentence available.|
furious|High-frequency English word|/furious/|No sample sentence available.|
tall|High-frequency English word|/tall/|No sample sentence available.|
eradicate|High-frequency English word|/eradicate/|No sample sentence available.|
scrupulous|High-frequency English word|/scrupulous/|No sample sentence available.|
fabricate|High-frequency English word|/fabricate/|No sample sentence available.|
slim|High-frequency English word|/slim/|No sample sentence available.|
hard|High-frequency English word|/hard/|No sample sentence available.|
uncouth|High-frequency English word|/uncouth/|No sample sentence available.|
compact|High-frequency English word|/compact/|No sample sentence available.|
occult|High-frequency English word|/occult/|No sample sentence available.|
comical|High-frequency English word|/comical/|No sample sentence available.|
obvious|High-frequency English word|/obvious/|No sample sentence available.|
compassion|High-frequency English word|/compassion/|No sample sentence available.|
odd|High-frequency English word|/odd/|No sample sentence available.|
convenient|High-frequency English word|/convenient/|No sample sentence available.|
placid|High-frequency English word|/placid/|No sample sentence available.|
deprive|High-frequency English word|/deprive/|No sample sentence available.|
question|High-frequency English word|/question/|No sample sentence available.|
identical|High-frequency English word|/identical/|No sample sentence available.|
vilify|High-frequency English word|/vilify/|No sample sentence available.|
frigid|High-frequency English word|/frigid/|No sample sentence available.|
sympathy|High-frequency English word|/sympathy/|No sample sentence available.|
coarse|High-frequency English word|/coarse/|No sample sentence available.|
consequence|High-frequency English word|/consequence/|No sample sentence available.|
passive|High-frequency English word|/passive/|No sample sentence available.|
abate|High-frequency English word|/abate/|No sample sentence available.|
conflict|High-frequency English word|/conflict/|No sample sentence available.|
infuriate|High-frequency English word|/infuriate/|No sample sentence available.|
ordinary|High-frequency English word|/ordinary/|No sample sentence available.|
zest|High-frequency English word|/zest/|No sample sentence available.|
great|High-frequency English word|/great/|No sample sentence available.|
tremble|High-frequency English word|/tremble/|No sample sentence available.|
fair|High-frequency English word|/fair/|No sample sentence available.|
smooth|High-frequency English word|/smooth/|No sample sentence available.|
abjure|High-frequency English word|/abjure/|No sample sentence available.|
fraction|High-frequency English word|/fraction/|No sample sentence available.|
insinuate|High-frequency English word|/insinuate/|No sample sentence available.|
sufficient|High-frequency English word|/sufficient/|No sample sentence available.|
destroy|High-frequency English word|/destroy/|No sample sentence available.|
raise|High-frequency English word|/raise/|No sample sentence available.|
deter|High-frequency English word|/deter/|No sample sentence available.|
rational|High-frequency English word|/rational/|No sample sentence available.|
fresh|High-frequency English word|/fresh/|No sample sentence available.|
swift|High-frequency English word|/swift/|No sample sentence available.|
able|High-frequency English word|/able/|No sample sentence available.|
insipid|High-frequency English word|/insipid/|No sample sentence available.|
abject|High-frequency English word|/abject/|No sample sentence available.|
confident|High-frequency English word|/confident/|No sample sentence available.|
insane|High-frequency English word|/insane/|No sample sentence available.|
oracular|High-frequency English word|/oracular/|No sample sentence available.|
depart|High-frequency English word|/depart/|No sample sentence available.|
quarantine|High-frequency English word|/quarantine/|No sample sentence available.|
conspicuous|High-frequency English word|/conspicuous/|No sample sentence available.|
peerless|High-frequency English word|/peerless/|No sample sentence available.|
divide|High-frequency English word|/divide/|No sample sentence available.|
relevant|High-frequency English word|/relevant/|No sample sentence available.|
dark|High-frequency English word|/dark/|No sample sentence available.|
brave|High-frequency English word|/brave/|No sample sentence available.|
modest|High-frequency English word|/modest/|No sample sentence available.|
bawdy|High-frequency English word|/bawdy/|No sample sentence available.|
magnify|High-frequency English word|/magnify/|No sample sentence available.|
confess|High-frequency English word|/confess/|No sample sentence available.|
optional|High-frequency English word|/optional/|No sample sentence available.|
yield|High-frequency English word|/yield/|No sample sentence available.|
Ascend|High-frequency English word|/ascend/|No sample sentence available.|
dangerous|High-frequency English word|/dangerous/|No sample sentence available.|
least|High-frequency English word|/least/|No sample sentence available.|
persuade|High-frequency English word|/persuade/|No sample sentence available.|
ability|High-frequency English word|/ability/|No sample sentence available.|
contradict|High-frequency English word|/contradict/|No sample sentence available.|
innocent|High-frequency English word|/innocent/|No sample sentence available.|
pertness|High-frequency English word|/pertness/|No sample sentence available.|
exquisite|High-frequency English word|/exquisite/|No sample sentence available.|
shy|High-frequency English word|/shy/|No sample sentence available.|
hold|High-frequency English word|/hold/|No sample sentence available.|
valiant|High-frequency English word|/valiant/|No sample sentence available.|
dispute|High-frequency English word|/dispute/|No sample sentence available.|
regular|High-frequency English word|/regular/|No sample sentence available.|
conceit|High-frequency English word|/conceit/|No sample sentence available.|
opaque|High-frequency English word|/opaque/|No sample sentence available.|
concord|High-frequency English word|/concord/|No sample sentence available.|
concede|High-frequency English word|/concede/|No sample sentence available.|
genuine|High-frequency English word|/genuine/|No sample sentence available.|
terse|High-frequency English word|/terse/|No sample sentence available.|
nimble|High-frequency English word|/nimble/|No sample sentence available.|
destitute|High-frequency English word|/destitute/|No sample sentence available.|
raid|High-frequency English word|/raid/|No sample sentence available.|
derogatory|High-frequency English word|/derogatory/|No sample sentence available.|
quiet|High-frequency English word|/quiet/|No sample sentence available.|
hospitable|High-frequency English word|/hospitable/|No sample sentence available.|
venerable|High-frequency English word|/venerable/|No sample sentence available.|
ask|High-frequency English word|/ask/|No sample sentence available.|
immunity|High-frequency English word|/immunity/|No sample sentence available.|
legible|High-frequency English word|/legible/|No sample sentence available.|
wane|High-frequency English word|/wane/|No sample sentence available.|
hate|High-frequency English word|/hate/|No sample sentence available.|
urge|High-frequency English word|/urge/|No sample sentence available.|
immune|High-frequency English word|/immune/|No sample sentence available.|
wan|High-frequency English word|/wan/|No sample sentence available.|
venom|High-frequency English word|/venom/|No sample sentence available.|
wild|High-frequency English word|/wild/|No sample sentence available.|
disdain|High-frequency English word|/disdain/|No sample sentence available.|
refute|High-frequency English word|/refute/|No sample sentence available.|
forgive|High-frequency English word|/forgive/|No sample sentence available.|
subvert|High-frequency English word|/subvert/|No sample sentence available.|
fallacy|High-frequency English word|/fallacy/|No sample sentence available.|
sociable|High-frequency English word|/sociable/|No sample sentence available.|
clarify|High-frequency English word|/clarify/|No sample sentence available.|
obnoxious|High-frequency English word|/obnoxious/|No sample sentence available.|
enemy|High-frequency English word|/enemy/|No sample sentence available.|
same|High-frequency English word|/same/|No sample sentence available.|
empty|High-frequency English word|/empty/|No sample sentence available.|
rustic|High-frequency English word|/rustic/|No sample sentence available.|
fragile|High-frequency English word|/fragile/|No sample sentence available.|
superb|High-frequency English word|/superb/|No sample sentence available.|
frivolous|High-frequency English word|/frivolous/|No sample sentence available.|
synthetic|High-frequency English word|/synthetic/|No sample sentence available.|
fake|High-frequency English word|/fake/|No sample sentence available.|
sneer|High-frequency English word|/sneer/|No sample sentence available.|
eloquence|High-frequency English word|/eloquence/|No sample sentence available.|
rude|High-frequency English word|/rude/|No sample sentence available.|
frank|High-frequency English word|/frank/|No sample sentence available.|
superficial|High-frequency English word|/superficial/|No sample sentence available.|
enormous|High-frequency English word|/enormous/|No sample sentence available.|
savage|High-frequency English word|/savage/|No sample sentence available.|
bottom|High-frequency English word|/bottom/|No sample sentence available.|
moderate|High-frequency English word|/moderate/|No sample sentence available.|
stupor|High-frequency English word|/stupor/|No sample sentence available.|
glory|High-frequency English word|/glory/|No sample sentence available.|
timid|High-frequency English word|/timid/|No sample sentence available.|
bold|High-frequency English word|/bold/|No sample sentence available.|
mobile|High-frequency English word|/mobile/|No sample sentence available.|
aggressive|High-frequency English word|/aggressive/|No sample sentence available.|
eternal|High-frequency English word|/eternal/|No sample sentence available.|
just|High-frequency English word|/just/|No sample sentence available.|
seize|High-frequency English word|/seize/|No sample sentence available.|
fantastic|High-frequency English word|/fantastic/|No sample sentence available.|
sporadic|High-frequency English word|/sporadic/|No sample sentence available.|
diminish|High-frequency English word|/diminish/|No sample sentence available.|
rectify|High-frequency English word|/rectify/|No sample sentence available.|
ignorant|High-frequency English word|/ignorant/|No sample sentence available.|
virtuous|High-frequency English word|/virtuous/|No sample sentence available.|
bewitching|High-frequency English word|/bewitching/|No sample sentence available.|
militant|High-frequency English word|/militant/|No sample sentence available.|
boisterous|High-frequency English word|/boisterous/|No sample sentence available.|
front|High-frequency English word|/front/|No sample sentence available.|
system|High-frequency English word|/system/|No sample sentence available.|
gaunt|High-frequency English word|/gaunt/|No sample sentence available.|
tenacious|High-frequency English word|/tenacious/|No sample sentence available.|
dry|High-frequency English word|/dry/|No sample sentence available.|
repulsive|High-frequency English word|/repulsive/|No sample sentence available.|
fat|High-frequency English word|/fat/|No sample sentence available.|
spurious|High-frequency English word|/spurious/|No sample sentence available.|
blunt|High-frequency English word|/blunt/|No sample sentence available.|
fancy|High-frequency English word|/fancy/|No sample sentence available.|
misfortune|High-frequency English word|/misfortune/|No sample sentence available.|
spontaneous|High-frequency English word|/spontaneous/|No sample sentence available.|
destructive|High-frequency English word|/destructive/|No sample sentence available.|
rapidity|High-frequency English word|/rapidity/|No sample sentence available.|
abound|High-frequency English word|/abound/|No sample sentence available.|
generous|High-frequency English word|/generous/|No sample sentence available.|
insufficient|High-frequency English word|/insufficient/|No sample sentence available.|
tenement|High-frequency English word|/tenement/|No sample sentence available.|
excite|High-frequency English word|/excite/|No sample sentence available.|
servile|High-frequency English word|/servile/|No sample sentence available.|
beginning|High-frequency English word|/beginning/|No sample sentence available.|
dull|High-frequency English word|/dull/|No sample sentence available.|
maximum|High-frequency English word|/maximum/|No sample sentence available.|
rescind|High-frequency English word|/rescind/|No sample sentence available.|
diverse|High-frequency English word|/diverse/|No sample sentence available.|
relentless|High-frequency English word|/relentless/|No sample sentence available.|
busy|High-frequency English word|/busy/|No sample sentence available.|
honor|High-frequency English word|/honor/|No sample sentence available.|
morbid|High-frequency English word|/morbid/|No sample sentence available.|
vanity|High-frequency English word|/vanity/|No sample sentence available.|
eccentric|High-frequency English word|/eccentric/|No sample sentence available.|
reveal|High-frequency English word|/reveal/|No sample sentence available.|
imperative|High-frequency English word|/imperative/|No sample sentence available.|
wicked|High-frequency English word|/wicked/|No sample sentence available.|
broad|High-frequency English word|/broad/|No sample sentence available.|
gaudy|High-frequency English word|/gaudy/|No sample sentence available.|
monotonous|High-frequency English word|/monotonous/|No sample sentence available.|
temperate|High-frequency English word|/temperate/|No sample sentence available.|
important|High-frequency English word|/important/|No sample sentence available.|
wilt|High-frequency English word|/wilt/|No sample sentence available.|
brittle|High-frequency English word|/brittle/|No sample sentence available.|
momentous|High-frequency English word|/momentous/|No sample sentence available.|
bustle|High-frequency English word|/bustle/|No sample sentence available.|
moral|High-frequency English word|/moral/|No sample sentence available.|
captivate|High-frequency English word|/captivate/|No sample sentence available.|
dissuade|High-frequency English word|/dissuade/|No sample sentence available.|
mean|High-frequency English word|/mean/|No sample sentence available.|
regulate|High-frequency English word|/regulate/|No sample sentence available.|
feasible|High-frequency English word|/feasible/|No sample sentence available.|
stain|High-frequency English word|/stain/|No sample sentence available.|
beneficial|High-frequency English word|/beneficial/|No sample sentence available.|
confuse|High-frequency English word|/confuse/|No sample sentence available.|
mediocre|High-frequency English word|/mediocre/|No sample sentence available.|
outrage|High-frequency English word|/outrage/|No sample sentence available.|
adhere|High-frequency English word|/adhere/|No sample sentence available.|
irrelevant|High-frequency English word|/irrelevant/|No sample sentence available.|
consent|High-frequency English word|/consent/|No sample sentence available.|
paramount|High-frequency English word|/paramount/|No sample sentence available.|
average|High-frequency English word|/average/|No sample sentence available.|
enjoy|High-frequency English word|/enjoy/|No sample sentence available.|
liberal|High-frequency English word|/liberal/|No sample sentence available.|
sarcastic|High-frequency English word|/sarcastic/|No sample sentence available.|
convalesce|High-frequency English word|/convalesce/|No sample sentence available.|
perverse|High-frequency English word|/perverse/|No sample sentence available.|
creation|High-frequency English word|/creation/|No sample sentence available.|
precarious|High-frequency English word|/precarious/|No sample sentence available.|
capable|High-frequency English word|/capable/|No sample sentence available.|
naughty|High-frequency English word|/naughty/|No sample sentence available.|
above|High-frequency English word|/above/|No sample sentence available.|
evil|High-frequency English word|/evil/|No sample sentence available.|
intelligent|High-frequency English word|/intelligent/|No sample sentence available.|
serene|High-frequency English word|/serene/|No sample sentence available.|
crazy|High-frequency English word|/crazy/|No sample sentence available.|
mend|High-frequency English word|/mend/|No sample sentence available.|
benign|High-frequency English word|/benign/|No sample sentence available.|
merit|High-frequency English word|/merit/|No sample sentence available.|
best|High-frequency English word|/best/|No sample sentence available.|
gentle|High-frequency English word|/gentle/|No sample sentence available.|
migrant|High-frequency English word|/migrant/|No sample sentence available.|
terrible|High-frequency English word|/terrible/|No sample sentence available.|
grudge|High-frequency English word|/grudge/|No sample sentence available.|
trivial|High-frequency English word|/trivial/|No sample sentence available.|
guile|High-frequency English word|/guile/|No sample sentence available.|
tumultuous|High-frequency English word|/tumultuous/|No sample sentence available.|
comprehend|High-frequency English word|/comprehend/|No sample sentence available.|
offensive|High-frequency English word|/offensive/|No sample sentence available.|
certain|High-frequency English word|/certain/|No sample sentence available.|
novice|High-frequency English word|/novice/|No sample sentence available.|
charming|High-frequency English word|/charming/|No sample sentence available.|
eclipse|High-frequency English word|/eclipse/|No sample sentence available.|
noxious|High-frequency English word|/noxious/|No sample sentence available.|
ridiculous|High-frequency English word|/ridiculous/|No sample sentence available.|
chaste|High-frequency English word|/chaste/|No sample sentence available.|
nullify|High-frequency English word|/nullify/|No sample sentence available.|
generosity|High-frequency English word|/generosity/|No sample sentence available.|
tender|High-frequency English word|/tender/|No sample sentence available.|
calamity|High-frequency English word|/calamity/|No sample sentence available.|
morose|High-frequency English word|/morose/|No sample sentence available.|
docile|High-frequency English word|/docile/|No sample sentence available.|
reliable|High-frequency English word|/reliable/|No sample sentence available.|
efface|High-frequency English word|/efface/|No sample sentence available.|
rowdy|High-frequency English word|/rowdy/|No sample sentence available.|
haughty|High-frequency English word|/haughty/|No sample sentence available.|
urgent|High-frequency English word|/urgent/|No sample sentence available.|
delicate|High-frequency English word|/delicate/|No sample sentence available.|
push|High-frequency English word|/push/|No sample sentence available.|
dreadful|High-frequency English word|/dreadful/|No sample sentence available.|
remote|High-frequency English word|/remote/|No sample sentence available.|
deride|High-frequency English word|/deride/|No sample sentence available.|
quibble|High-frequency English word|/quibble/|No sample sentence available.|
impediment|High-frequency English word|/impediment/|No sample sentence available.|
wed|High-frequency English word|/wed/|No sample sentence available.|
calculating|High-frequency English word|/calculating/|No sample sentence available.|
mourn|High-frequency English word|/mourn/|No sample sentence available.|
compress|High-frequency English word|/compress/|No sample sentence available.|
offspring|High-frequency English word|/offspring/|No sample sentence available.|
dense|High-frequency English word|/dense/|No sample sentence available.|
qualified|High-frequency English word|/qualified/|No sample sentence available.|
brief|High-frequency English word|/brief/|No sample sentence available.|
mollify|High-frequency English word|/mollify/|No sample sentence available.|
deposit|High-frequency English word|/deposit/|No sample sentence available.|
quell|High-frequency English word|/quell/|No sample sentence available.|
imperfect|High-frequency English word|/imperfect/|No sample sentence available.|
wield|High-frequency English word|/wield/|No sample sentence available.|
combine|High-frequency English word|/combine/|No sample sentence available.|
obstruct|High-frequency English word|/obstruct/|No sample sentence available.|
fatal|High-frequency English word|/fatal/|No sample sentence available.|
squalid|High-frequency English word|/squalid/|No sample sentence available.|
independent|High-frequency English word|/independent/|No sample sentence available.|
wrong|High-frequency English word|/wrong/|No sample sentence available.|
enlarge|High-frequency English word|/enlarge/|No sample sentence available.|
saucy|High-frequency English word|/saucy/|No sample sentence available.|
impair|High-frequency English word|/impair/|No sample sentence available.|
wary|High-frequency English word|/wary/|No sample sentence available.|
prevent|High-frequency English word|/prevent/|No sample sentence available.|
ferocious|High-frequency English word|/ferocious/|No sample sentence available.|
stationary|High-frequency English word|/stationary/|No sample sentence available.|
immature|High-frequency English word|/immature/|No sample sentence available.|
vivid|High-frequency English word|/vivid/|No sample sentence available.|
face|High-frequency English word|/face/|No sample sentence available.|
small|High-frequency English word|/small/|No sample sentence available.|
harass|High-frequency English word|/harass/|No sample sentence available.|
unbiased|High-frequency English word|/unbiased/|No sample sentence available.|
incompetent|High-frequency English word|/incompetent/|No sample sentence available.|
wonderful|High-frequency English word|/wonderful/|No sample sentence available.|
immerse|High-frequency English word|/immerse/|No sample sentence available.|
vulgar|High-frequency English word|/vulgar/|No sample sentence available.|
frenzy|High-frequency English word|/frenzy/|No sample sentence available.|
surplus|High-frequency English word|/surplus/|No sample sentence available.|
dwarf|High-frequency English word|/dwarf/|No sample sentence available.|
resist|High-frequency English word|/resist/|No sample sentence available.|
extravagant|High-frequency English word|/extravagant/|No sample sentence available.|
slander|High-frequency English word|/slander/|No sample sentence available.|
deduct|High-frequency English word|/deduct/|No sample sentence available.|
prohibit|High-frequency English word|/prohibit/|No sample sentence available.|
abbreviate|High-frequency English word|/abbreviate/|No sample sentence available.|
fertile|High-frequency English word|/fertile/|No sample sentence available.|
ingenious|High-frequency English word|/ingenious/|No sample sentence available.|
steep|High-frequency English word|/steep/|No sample sentence available.|
zig|High-frequency English word|/zig/|No sample sentence available.|
zag|High-frequency English word|/zag/|No sample sentence available.|
hamper|High-frequency English word|/hamper/|No sample sentence available.|
turbulent|High-frequency English word|/turbulent/|No sample sentence available.|
obstinate|High-frequency English word|/obstinate/|No sample sentence available.|
demolish|High-frequency English word|/demolish/|No sample sentence available.|
quack|High-frequency English word|/quack/|No sample sentence available.|
former|High-frequency English word|/former/|No sample sentence available.|
successful|High-frequency English word|/successful/|No sample sentence available.|
close|High-frequency English word|/close/|No sample sentence available.|
observe|High-frequency English word|/observe/|No sample sentence available.|
chilly|High-frequency English word|/chilly/|No sample sentence available.|
obey|High-frequency English word|/obey/|No sample sentence available.|
before|High-frequency English word|/before/|No sample sentence available.|
contented|High-frequency English word|/contented/|No sample sentence available.|
masculine|High-frequency English word|/masculine/|No sample sentence available.|
perpetual|High-frequency English word|/perpetual/|No sample sentence available.|
buy|High-frequency English word|/buy/|No sample sentence available.|
befogged|High-frequency English word|/befogged/|No sample sentence available.|
mandatory|High-frequency English word|/mandatory/|No sample sentence available.|
gather|High-frequency English word|/gather/|No sample sentence available.|
tedious|High-frequency English word|/tedious/|No sample sentence available.|
desolate|High-frequency English word|/desolate/|No sample sentence available.|
quit|High-frequency English word|/quit/|No sample sentence available.|
grisly|High-frequency English word|/grisly/|No sample sentence available.|
trenchant|High-frequency English word|/trenchant/|No sample sentence available.|
idle|High-frequency English word|/idle/|No sample sentence available.|
high|High-frequency English word|/high/|No sample sentence available.|
vain|High-frequency English word|/vain/|No sample sentence available.|
candid|High-frequency English word|/candid/|No sample sentence available.|
hasty|High-frequency English word|/hasty/|No sample sentence available.|
mysterious|High-frequency English word|/mysterious/|No sample sentence available.|
urchin|High-frequency English word|/urchin/|No sample sentence available.|
immaculate|High-frequency English word|/immaculate/|No sample sentence available.|
vivacious|High-frequency English word|/vivacious/|No sample sentence available.|
harmony|High-frequency English word|/harmony/|No sample sentence available.|
catholic|High-frequency English word|/catholic/|No sample sentence available.|
niggardly|High-frequency English word|/niggardly/|No sample sentence available.|
determined|High-frequency English word|/determined/|No sample sentence available.|
ravage|High-frequency English word|/ravage/|No sample sentence available.|
help|High-frequency English word|/help/|No sample sentence available.|
vacant|High-frequency English word|/vacant/|No sample sentence available.|
risky|High-frequency English word|/risky/|No sample sentence available.|
deceit|High-frequency English word|/deceit/|No sample sentence available.|
profit|High-frequency English word|/profit/|No sample sentence available.|
give|High-frequency English word|/give/|No sample sentence available.|
thick|High-frequency English word|/thick/|No sample sentence available.|
confine|High-frequency English word|/confine/|No sample sentence available.|
ordain|High-frequency English word|/ordain/|No sample sentence available.|
conventional|High-frequency English word|/conventional/|No sample sentence available.|
absolve|High-frequency English word|/absolve/|No sample sentence available.|
dally|High-frequency English word|/dally/|No sample sentence available.|
premature|High-frequency English word|/premature/|No sample sentence available.|
after|High-frequency English word|/after/|No sample sentence available.|
foe|High-frequency English word|/foe/|No sample sentence available.|
judicious|High-frequency English word|/judicious/|No sample sentence available.|
fluid|High-frequency English word|/fluid/|No sample sentence available.|
sublime|High-frequency English word|/sublime/|No sample sentence available.|
break|High-frequency English word|/break/|No sample sentence available.|
few|High-frequency English word|/few/|No sample sentence available.|
molest|High-frequency English word|/molest/|No sample sentence available.|
stimulate|High-frequency English word|/stimulate/|No sample sentence available.|
batty|High-frequency English word|/batty/|No sample sentence available.|
luxurious|High-frequency English word|/luxurious/|No sample sentence available.|
forsake|High-frequency English word|/forsake/|No sample sentence available.|
succinct|High-frequency English word|/succinct/|No sample sentence available.|
abash|High-frequency English word|/abash/|No sample sentence available.|
conscientious|High-frequency English word|/conscientious/|No sample sentence available.|
infringe|High-frequency English word|/infringe/|No sample sentence available.|
pacify|High-frequency English word|/pacify/|No sample sentence available.|
zenith|High-frequency English word|/zenith/|No sample sentence available.|
frantic|High-frequency English word|/frantic/|No sample sentence available.|
suppress|High-frequency English word|/suppress/|No sample sentence available.|
fabulous|High-frequency English word|/fabulous/|No sample sentence available.|
sluggish|High-frequency English word|/sluggish/|No sample sentence available.|
conservative|High-frequency English word|/conservative/|No sample sentence available.|
past|High-frequency English word|/past/|No sample sentence available.|
huge|High-frequency English word|/huge/|No sample sentence available.|
veteran|High-frequency English word|/veteran/|No sample sentence available.|
defend|High-frequency English word|/defend/|No sample sentence available.|
prominent|High-frequency English word|/prominent/|No sample sentence available.|
barbarous|High-frequency English word|/barbarous/|No sample sentence available.|
explicit|High-frequency English word|/explicit/|No sample sentence available.|
lucid|High-frequency English word|/lucid/|No sample sentence available.|
shrewd|High-frequency English word|/shrewd/|No sample sentence available.|
cement|High-frequency English word|/cement/|No sample sentence available.|
normal|High-frequency English word|/normal/|No sample sentence available.|
baffle|High-frequency English word|/baffle/|No sample sentence available.|
long|High-frequency English word|/long/|No sample sentence available.|
damage|High-frequency English word|/damage/|No sample sentence available.|
premeditated|High-frequency English word|/premeditated/|No sample sentence available.|
courage|High-frequency English word|/courage/|No sample sentence available.|
linger|High-frequency English word|/linger/|No sample sentence available.|
pliable|High-frequency English word|/pliable/|No sample sentence available.|
feeble|High-frequency English word|/feeble/|No sample sentence available.|
startled|High-frequency English word|/startled/|No sample sentence available.|
inclination|High-frequency English word|/inclination/|No sample sentence available.|
wise|High-frequency English word|/wise/|No sample sentence available.|
humiliate|High-frequency English word|/humiliate/|No sample sentence available.|
vicious|High-frequency English word|/vicious/|No sample sentence available.|
dormant|High-frequency English word|/dormant/|No sample sentence available.|
